# Hesudhar Corrections File
# Format: incorrect_word|corrected_word
# This file is automatically updated when the database changes
# Last updated: 2025-08-12
# Total entries: 9607

آئينه|آئينہ
ڦيهڻ|ڦيھڻ
ڦيهه|ڦيھہ
ڦيهون|ڦيھون
قاروره|قارورھ
قاعده|قاعدہ
قافله|قافلہ
قاهرو|قاهرو
قبله|قبلہ
قحبه|قحبہ
قديمه|قديمہ
قعده|قعدہ
قلئه|قلئہ
قلندرشهباز|قلندرشھباز
قليه|قليہ
قهار|قھار
قهاري|قھاري
قهر|قھر
قهري|قھري
قهقه|قھقھہ
قهقهو|قھقھو
قهوه|قھوہ
قهوو|قھوو
قهوي|قھوي
قهيري|قھيري
قيافه|قيافہ
کئه|کئہ
کاٻهه|کاٻھہ
کاراهو|کاراھو
کاڙهو|کاڙھو
کاڪاهو|کاڪاھو
کانگھار|کانگهار
کانگھارڻ|کانگهارڻ
کانگھارو|کانگهارو
کانگھاري|کانگهاري
کانگھو|کانگهو
کانهار|کانھار
کانهر|کانھر
کاهر|کاھر
کاهڙ|کاھڙ
کاهه|کاھ
کاهو|کاھو
کاهوڙائڻ|کاھوڙائڻ
کاهوڙائي|کاھوڙائي
کاهوڙائيون|کاھوڙائيون
کاهوڙجڻ|کاھوڙجڻ
کاهوڙو|کاھوڙو
کاهوڙي|کاھوڙي
کاهوڙيان|کاھوڙيان
کاهي|کاھي
کاهيار|کاھيار
کاهيڙي|کاھيڙي
کٽڻهار|کٽڻھار
کٽڻهارو|کٽڻھارو
کٽهڙي|کٽھڙي
کٿيهر|کٿيھر
کجھائڻ|کجهائڻ
کڏکوهي|کڏکوھي
کڏهر|کڏھر
کڏهرو|کڏھرو
کڏهري|کڏھري
کراهو|کراھو
کرهن|کرھن
کرهه|کرھہ
کرهو|کرھو
کڙاهه|کڙاھ
کسٻيجاهه|کسٻيجاھ
ککرهاه|ککرھاہ
کنجھڙ|کنجهڙ
کنجھڻ|کنجهڻ
کنجھو|کنجهو
کنڊهر|کنڊھر
کنڊيهار|کنڊيھار
کنڌوهي|کنڌوھي
کنگھائي|کنگهائي
کنگھار|کنگهار
کنگھارڻ|کنگهارڻ
کنگھر|کنگهر
کنگھڪارڻ|کنگهڪارڻ
کنگھڻ|کنگهڻ
کنگھه|کنگهہ
کنگھو|کنگهو
کنگھي|کنگهي
کنھا|کنها
کنھائڻ|کنهائڻ
کنھار|کنهار
کنھارڻ|کنهارڻ
کنھاڙڻ|کنهاڙڻ
کنھن|کنهن
کنھڻ|کنهڻ
کنھڻي|کنهڻي
کنھواري|کنهواري
کنھور|کنهور
کنھي|کنهي
کڻھار|کڻهار
کڻھيڍي|کڻهيڍي
کڻيجاهه|کڻيجاھہ
کهائڻ|کھائڻ
کهاڏو|کھاڏو
کهاڙو|کھاڙو
کهاڻو|کھاڻو
کهاوڙ|کھاوڙ
کهٽ|کھٽ
کهجڻ|کھجڻ
کهجي|کھجي
کهر|کھر
کهرائي|کھرائي
کهراڻ|کھراڻ
کهرو|کھرو
کهري|کھري
کهڙا|کھڙا
کهڙو|کھڙو
کهن|کھن
کهنبا|کھنبا
کهنبائي|کھنبائي
کهنباٽي|کھنباٽي
کهنبڙا|کھنبڙا
کهنبڙي|کھنبڙي
کهنبو|کھنبو
کهنبي|کھنبي
کهنڀڙي|کھنڀڙي
کهڻ|کھڻ
کهو|کھو
کهوالي|کھوالي
کهور|کھور
کهي|کھي
کهياتو|کھياتو
کهيد|کھيد
کهيري|کھيري
کهيڙو|کھيڙو
کهيڙي|کھيڙي
کهيل|کھيل
کهيو|کھيو
کھھ|کھہ
کوٽهڙو|کوٽھڙو
کولهڙ|کولھڙ
کونگھرو|کونگهرو
کوه|کوھ
کوهاڏو|کوھاڏو
کوهار|کوھار
کوهارا|کوھارا
کوهاڻو|کوھاڻو
کوهر|کوھر
کوهرو|کوھرو
کوهلي|کوھلي
کوهن|کوھن
کوهڻ|کوھڻ
کوهه|کوھہ
کوهو|کوھو
کوهي|کوھي
کوهيو|کوھيو
کوھھ|کوھہ
کيجھو|کيجهو
کيرجھڻي|کيرجهڻي
کيلھو|کيلهو
کينجھو|کينجهو
کينگھو|کينگهو
کينگھي|کينگهي
کينھو|کينهو
کينھوڙو|کينهوڙو
کينھون|کينهون
کيهان|کيھان
کيهه|کيھہ
کيهوار|کيھوار
ڪئه|ڪئہ
ڪابه|ڪابہ
ڪاٻهه|ڪاٻھہ
ڪاپاهو|ڪاپاھو
ڪاپاهي|ڪاپاھي
ڪاتهين|ڪاتھين
ڪاٺڳڙه|ڪاٺڳڙہ
ڪاٿنهن|ڪاٿنھن
ڪاٿهين|ڪاٿھين
ڪاجھر|ڪاجهر
ڪاجھري|ڪاجهري
ڪاڏانهن|ڪاڏانھن
ڪاڏانهين|ڪاڏانھين
ڪاڏنهن|ڪاڏنھن
ڪاڏنهون|ڪاڏنھون
ڪاراجھو|ڪاراجهو
ڪارانجھڙو|ڪارانجهڙو
ڪارانجھڙي|ڪارانجهڙي
ڪاراهو|ڪاراھو
ڪاراهي|ڪاراھي
ڪارتهو|ڪارتھو
ڪارتهي|ڪارتھي
ڪارتوهو|ڪارتوھو
ڪارمنهائي|ڪارمنھائي
ڪارمنهون|ڪارمنھون
ڪارنگھو|ڪارنگهو
ڪارنهن|ڪارنھن
ڪارهن|ڪارھن
ڪارهندو|ڪارھندو
ڪارهون|ڪارھون
ڪارهين|ڪارھين
ڪارهيو|ڪارھيو
ڪارونجھر|ڪارونجهر
ڪاروهر|ڪاروھر
ڪارينگھو|ڪارينگهو
ڪاريه|ڪاريہ
ڪاريهر|ڪاريھر
ڪاڙهه|ڪاڙہ
ڪاڙھا|ڪاڙها
ڪاڙھائتو|ڪاڙهائتو
ڪاڙھڻ|ڪاڙهڻ
ڪاڙھو|ڪاڙهو
ڪاڪاهو|ڪاڪاھو
ڪالهه|ڪالهہ
ڪالھه|ڪالهہ
ڪالھھ|ڪالھہ
ڪالھو|ڪالهو
ڪالھوڙي|ڪالهوڙي
ڪالھوڪو|ڪالهوڪو
ڪالھوڻئا|ڪالهوڻئا
ڪالھوڻو|ڪالهوڻو
ڪالھوڻي|ڪالهوڻي
ڪامنهه|ڪامنھہ
ڪامڻھوري|ڪامڻهوري
ڪامهن|ڪامھن
ڪامھو|ڪامهو
ڪامھي|ڪامهي
ڪامھين|ڪامهين
ڪاموه|ڪاموھ
ڪاموهي|ڪاموھي
ڪانجھاٽي|ڪانجهاٽي
ڪانجھڻ|ڪانجهڻ
ڪانجھو|ڪانجهو
ڪانجھي|ڪانجهي
ڪانڪهه|ڪانڪھہ
ڪانگهه|ڪانگهہ
ڪانگھارا|ڪانگهارا
ڪانگھارو|ڪانگهارو
ڪانگھاري|ڪانگهاري
ڪانمانهه|ڪانمانھہ
ڪانه|ڪانہ
ڪانهر|ڪانھر
ڪانهرو|ڪانھرو
ڪانهري|ڪانھري
ڪانهلائي|ڪانھلائي
ڪانهلو|ڪانھلو
ڪانهن|ڪانھن
ڪانهه|ڪانھہ
ڪانهون|ڪانھون
ڪانهياري|ڪانھياري
ڪانهيرو|ڪانھيرو
ڪانهيڪي|ڪانھيڪي
ڪانهين|ڪانھين
ڪانهيو|ڪانھيو
ڪانھي|ڪانهي
ڪانوجھرو|ڪانوجهرو
ڪانيهر|ڪانيھر
ڪانيهو|ڪانيھو
ڪاڻاهه|ڪاڻاھہ
ڪاڻھيار|ڪاڻهيار
ڪاهرو|ڪاھرو
ڪاهري|ڪاھري
ڪاهڪي|ڪاھڪي
ڪاهل|ڪاھل
ڪاهلپ|ڪاھلپ
ڪاهلپڻ|ڪاھلپڻ
ڪاهلي|ڪاھلي
ڪاهه|ڪاھ
ڪاهو|ڪاھو
ڪاهوء|ڪاھوء
ڪاهوٽي|ڪاھوٽي
ڪاهوجي|ڪاھوجي
ڪاهوري|ڪاھوري
ڪاهيا|ڪاھيا
ڪاهيجا|ڪاھيجا
ڪاهين|ڪاھين
ڪٻهڙي|ڪٻھڙي
ڪٻهه|ڪٻھہ
ڪٻوهڙي|ڪٻوھڙي
ڪٻوهو|ڪٻوھو
ڪپاهه|ڪپاھ
ڪپهه|ڪپھہ
ڪپوهي|ڪپوھي
ڪپيهل|ڪپيھل
ڪتهڙ|ڪتھڙ
ڪتهه|ڪتھہ
ڪتهين|ڪتھين
ڪٽاهه|ڪٽاھ
ڪٽهڙ|ڪٽھڙ
ڪٽهڙو|ڪٽھڙو
ڪٽوهر|ڪٽوھر
ڪٽوهڙ|ڪٽوھڙ
ڪٿانهين|ڪٿانھين
ڪٿهن|ڪٿھن
ڪٿهين|ڪٿھين
ڪجفهم|ڪجفھم
ڪجهه|ڪجهہ
ڪُجهه|ڪُجهہ
ڪجھا|ڪجها
ڪجھڙ|ڪجهڙ
ڪجھه|ڪجهہ
ڪجھھ|ڪجھ
ڪڄھه|ڪڄهہ
ڪچهري|ڪچھري
ڪچهريء|ڪچھريء
ڪچهلا|ڪچھلا
ڪده|ڪدہ
ڪدهه|ڪدہ
ڪڏهاڪر|ڪڏھاڪر
ڪڏهاڪو|ڪڏھاڪو
ڪڏهڪو|ڪڏھڪو
ڪڏهن|ڪڏھن
ڪڏهوڪو|ڪڏھوڪو
ڪڏهوڻڪو|ڪڏھوڻڪو
ڪڏهوڻو|ڪڏھوڻو
ڪڏهين|ڪڏھين
ڪراجهه|ڪراجهہ
ڪرانجهه|ڪرانجهہ
ڪراهت|ڪراھت
ڪراهه|ڪراھ
ڪراهي|ڪراھي
ڪرجهه|ڪرجهہ
ڪرشمه|ڪرشمہ
ڪرلاهو|ڪرلاھو
ڪرناه|ڪرناھ
ڪرنجھه|ڪرنجهہ
ڪرنجھو|ڪرنجهو
ڪرنگھر|ڪرنگهر
ڪرنگھه|ڪرنگهہ
ڪرنگھو|ڪرنگهو
ڪرنهن|ڪرنھن
ڪره|ڪرھ
ڪرهائي|ڪرھائي
ڪرهر|ڪرھر
ڪرهل|ڪرھل
ڪرهن|ڪرھن
ڪرهڻ|ڪرھڻ
ڪرهه|ڪرھ
ڪرهو|ڪرھو
ڪرهوڙ|ڪرھوڙ
ڪرهي|ڪرھي
ڪرونجھي|ڪرونجهي
ڪريجاه|ڪريجاھ
ڪريهر|ڪريھر
ڪڙاهه|ڪڙاھ
ڪڙاهو|ڪڙاھو
ڪڙاهيئو|ڪڙاھيئو
ڪڙڳھه|ڪڙڳهہ
ڪڙهه|ڪڙه
ڪڙھاٽ|ڪڙهاٽ
ڪڙھڻ|ڪڙهڻ
ڪڙھو|ڪڙهو
ڪڙھولي|ڪڙهولي
ڪڙھي|ڪڙهي
ڪڙھير|ڪڙهير
ڪڙھيون|ڪڙهيون
ڪڙواهه|ڪڙواھ
ڪسجهه|ڪسجهہ
ڪسجھي|ڪسجهي
ڪسره|ڪسرہ
ڪسهاتو|ڪسھاتو
ڪشاهيگ|ڪشاھيگ
ڪشهوغ|ڪشھوغ
ڪشيده|ڪشيدہ
ڪڪهه|ڪڪھہ
ڪڪوهه|ڪڪوھ
ڪگھري|ڪگهري
ڪلئه|ڪلئہ
ڪلانجهه|ڪلانجهہ
ڪلاه|ڪلاھ
ڪلاهدان|ڪلاھدان
ڪلاهه|ڪلاھ
ڪلگھو|ڪلگهو
ڪلنگھو|ڪلنگهو
ڪلهه|ڪلهہ
ڪلھا|ڪلها
ڪلھان|ڪلهان
ڪلھٽي|ڪلهٽي
ڪلھن|ڪلهن
ڪلھنئون|ڪلهنئون
ڪلھننئان|ڪلهننئان
ڪلھه|ڪلھہ
ڪلھو|ڪلهو
ڪلھوڙا|ڪلهوڙا
ڪلھوڙڪي|ڪلهوڙڪي
ڪلھوڙو|ڪلهوڙو
ڪلھوڪو|ڪلهوڪو
ڪلھوڪي|ڪلهوڪي
ڪلھوڻو|ڪلهوڻو
ڪلھي|ڪلهي
ڪلھيرو|ڪلهيرو
ڪلھيري|ڪلهيري
ڪليه|ڪليہ
ڪماڙھو|ڪماڙهو
ڪماڻھو|ڪماڻهو
ڪماهي|ڪماھي
ڪمھري|ڪمهري
ڪمھڪوڻ|ڪمهڪوڻ
ڪمھلائي|ڪمهلائي
ڪمھلو|ڪمهلو
ڪمھوڙ|ڪمهوڙ
ڪميجھل|ڪميجهل
ڪناره|ڪنارہ
ڪنباهي|ڪنباھي
ڪنجهه|ڪنجهہ
ڪنجهو|ڪنجهو
ڪنجھاوٽي|ڪنجهاوٽي
ڪنجھر|ڪنجهر
ڪنجھڙاٽ|ڪنجهڙاٽ
ڪنجھڪار|ڪنجهڪار
ڪنجھڪر|ڪنجهڪر
ڪنجھڪڻ|ڪنجهڪڻ
ڪنجھڪو|ڪنجهڪو
ڪنجھڪيو|ڪنجهڪيو
ڪنجھڻ|ڪنجهڻ
ڪنجھڻي|ڪنجهڻي
ڪنجھي|ڪنجهي
ڪنڊراهه|ڪنڊراھ
ڪنڌاهه|ڪنڌاھ
ڪنگھل|ڪنگهل
ڪنگھو|ڪنگهو
ڪنگھي|ڪنگهي
ڪنهن|ڪنھن
ڪنهنباز|ڪنھنباز
ڪنهه|ڪنهہ
ڪنهون|ڪنھون
ڪنهيرو|ڪنھيرو
ڪنھاڙ|ڪنهاڙ
ڪنھڙ|ڪنهڙ
ڪڻاهه|ڪڻاھ
ڪڻاهو|ڪڻاھو
ڪڻاهي|ڪڻاھي
ڪڻگھو|ڪڻگهو
ڪڻھار|ڪڻهار
ڪڻھو|ڪڻهو
ڪڻھي|ڪڻهي
ڪهاء|ڪھاء
ڪهائڻ|ڪھائڻ
ڪهائو|ڪھائو
ڪهائي|ڪھائي
ڪهات|ڪھات
ڪهار|ڪھار
ڪهارو|ڪھارو
ڪهاڙ|ڪھاڙ
ڪهاڙا|ڪھاڙا
ڪهاڙو|ڪھاڙو
ڪهاڙيء|ڪھاڙيء
ڪهاڙين|ڪھاڙين
ڪهاڙيو|ڪھاڙيو
ڪهاڻـي|ڪھاڻـي
ڪهاڻي|ڪھاڻي
ڪهاوت|ڪھاوت
ڪهبان|ڪھبان
ڪهبر|ڪھبر
ڪهت|ڪھت
ڪهڄر|ڪھڄر
ڪهر|ڪھر
ڪهرائي|ڪھرائي
ڪهربا|ڪھربا
ڪهرڪي|ڪھرڪي
ڪهرو|ڪھرو
ڪهروڙو|ڪھروڙو
ڪهري|ڪھري
ڪهڙ|ڪھڙ
ڪهڙو|ڪھڙو
ڪهڙي|ڪھڙي
ڪهف|ڪھف
ڪهڪ|ڪھڪ
ڪهڪاء|ڪھڪاء
ڪهڪائڻ|ڪھڪائڻ
ڪهڪاٽ|ڪھڪاٽ
ڪهڪشان|ڪھڪشان
ڪهڪڻ|ڪھڪڻ
ڪهڪي|ڪھڪي
ڪهگل|ڪھگل
ڪهل|ڪھل
ڪهلجڻ|ڪھلجڻ
ڪهلو|ڪھلو
ڪهليو|ڪھليو
ڪهم|ڪھم
ڪهمڪ|ڪھمڪ
ڪهن|ڪھن
ڪهنائي|ڪھنائي
ڪهنانگ|ڪھنانگ
ڪهنگ|ڪھنگ
ڪهنو|ڪھنو
ڪهني|ڪھني
ڪهڻ|ڪھڻ
ڪهڻو|ڪھڻو
ڪهڻي|ڪھڻي
ڪهه|ڪھہ
ڪهو|ڪھو
ڪهوت|ڪھوت
ڪهول|ڪھول
ڪهون|ڪھون
ڪهي|ڪھي
ڪهيا|ڪھيا
ڪهير|ڪھير
ڪهيرو|ڪھيرو
ڪهيري|ڪھيري
ڪهيلو|ڪھيلو
ڪهين|ڪھين
ڪهيڻي|ڪھيڻي
ڪهيو|ڪھيو
ڪهيون|ڪھيون
ڪواجھو|ڪواجهو
ڪوبه|ڪوبہ
ڪوتاه|ڪوتاھ
ڪوتاهه|ڪوتاھ
ڪوتاهي|ڪوتاھي
ڪوته|ڪوتہ
ڪوتهه|ڪوتہ
ڪوجھائي|ڪوجهائي
ڪوجھٽ|ڪوجهٽ
ڪوجھو|ڪوجهو
ڪوڍهه|ڪوڍه
ڪوزه|ڪوزہ
ڪوڙهه|ڪوڙه
ڪوڙھي|ڪوڙهي
ڪوڙھيو|ڪوڙهيو
ڪولاهو|ڪولاھو
ڪولھو|ڪولهو
ڪولھي|ڪولهي
ڪونجهه|ڪونجهہ
ڪونجھڙي|ڪونجهڙي
ڪونه|ڪونہ
ڪونهاٽ|ڪونھاٽ
ڪونهان|ڪونھان
ڪونهٽ|ڪونھٽ
ڪونهٽا|ڪونھٽا
ڪونهٽو|ڪونھٽو
ڪونهٽي|ڪونھٽي
ڪونهر|ڪونھر
ڪونهري|ڪونھري
ڪونهو|ڪونھو
ڪونهون|ڪونھون
ڪونهي|ڪونھي
ڪونهيارا|ڪونھيارا
ڪونھ|ڪونہ
ڪوه|ڪوھ
ڪوهاڙو|ڪوھاڙو
ڪوهٽ|ڪوھٽ
ڪوهر|ڪوھر
ڪوهري|ڪوھري
ڪوهڙ|ڪوھڙ
ڪوهستان|ڪوھستان
ڪوهستاني|ڪوھستاني
ڪوهڪ|ڪوھڪ
ڪوهلو|ڪوھلو
ڪوهڻ|ڪوھڻ
ڪوهه|ڪوھ
ڪوهو|ڪوھو
ڪوهي|ڪوھي
ڪوهيار|ڪوھيار
ڪوهيارو|ڪوھيارو
ڪوهياري|ڪوھياري
ڪوهيرو|ڪوھيرو
ڪوهيڙ|ڪوھيڙ
ڪوهيلو|ڪوھيلو
ڪوهيو|ڪوھيو
ڪويساهه|ڪويساھ
ڪيئھ|ڪيئہ
ڪياه|ڪياھ
ڪيڏانهن|ڪيڏانھن
ڪيڏانهون|ڪيڏانھون
ڪيڏانهين|ڪيڏانھين
ڪيڏنهن|ڪيڏنھن
ڪيڏنهين|ڪيڏنھين
ڪيڏھان|ڪيڏهان
ڪيڏھون|ڪيڏهون
ڪيڏھين|ڪيڏهين
ڪيڙھو|ڪيڙهو
ڪيلھڻ|ڪيلهڻ
ڪيماهه|ڪيماھ
ڪينجھر|ڪينجهر
ڪينجھرو|ڪينجهرو
ڪينهه|ڪينھہ
ڪيهت|ڪيھت
ڪيهر|ڪيھر
ڪيهڙو|ڪيھڙو
ڪيهه|ڪيھہ
ڪيهو|ڪيھو
ڪيهور|ڪيھور
ڪيهون|ڪيھون
ڪيهي|ڪيھي
گؤهر|گؤھر
گاٿنه|گاٿنہ
گاڏاهه|گاڏاھ
گاڏاهي|گاڏاھي
گاڏهون|گاڏھون
گاڏهي|گاڏھي
گاگھائڻ|گاگهائڻ
گاگھر|گاگهر
گاگھرو|گاگهرو
گانگھو|گانگهو
گانگھيٽو|گانگهيٽو
گانگھيٽي|گانگهيٽي
گانه|گانہ
گانهڻ|گانھڻ
گاه|گاھ
گاهڪ|گاھڪ
گاهڪو|گاھڪو
گاهگٽ|گاھگٽ
گاهلمائل|گاھلمائل
گاهڻ|گاھڻ
گاهه|گاھ
گاهو|گاھو
گاهي|گاھي
گاهياڻي|گاھياڻي
گاهيچارو|گاھيچارو
گاهير|گاھير
گاهيو|گاھيو
گٻهري|گٻھري
گپاگيهه|گپاگيھہ
گجگاهه|گجگاھ
گذشته|گذشتہ
گڊهڙو|گڊھڙو
گڏه|گڏھ
گڏهار|گڏھار
گڏهر|گڏھر
گڏهرو|گڏھرو
گڏهڙو|گڏھڙو
گڏهه|گڏھ
گراهڪ|گراھڪ
گراهڪي|گراھڪي
گراهه|گراھ
گربه|گربہ
گرگھلو|گرگهلو
گره|گرھ
گرهال|گرھال
گرهجڻ|گرھجڻ
گرهڙ|گرھڙ
گرهڙي|گرھڙي
گرهڻ|گرھڻ
گرهڻو|گرھڻو
گرهه|گرھ
گرهو|گرھو
گرهوڙ|گرھوڙ
گرهوڙي|گرھوڙي
گرهولي|گرھولي
گرهي|گرھي
گرهيو|گرھيو
گروهه|گروھ
گريه|گريہ
گزرگاهه|گزرگاھ
گڙهاٽ|گڙھاٽ
گڙهو|گڙھو
گگهه|گگهہ
گگھر|گگهر
گگھراٽ|گگهراٽ
گگھراٽيون|گگهراٽيون
گگھڪو|گگهڪو
گگھلڻ|گگهلڻ
گگھو|گگهو
گگھي|گگهي
گگھيرو|گگهيرو
گلبهار|گلبھار
گلچهرو|گلچھرو
گلمنهون|گلمنھون
گلهڏي|گلھڏي
گلواهه|گلواھ
گلوهه|گلوھ
گليهه|گليھہ
گمراهه|گمراھ
گمراهي|گمراھي
گمنهن|گمنھن
گناه|گناھ
گناهگاري|گناھگاري
گناهه|گناھ
گناهو|گناھو
گناهي|گناھي
گنبوجھڻ|گنبوجهڻ
گندوهڙ|گندوھڙ
گنگهه|گنگهہ
گنگھر|گنگهر
گنگھرو|گنگهرو
گنگھڻ|گنگهڻ
گنگھڻي|گنگهڻي
گنگھي|گنگهي
گنهگار|گنھگار
گنهگاري|گنھگاري
گنهن|گنھن
گنهه|گنھہ
گنهورا|گنھورا
گنهولو|گنھولو
گهاگهه|گهاگهہ
گهانگهه|گهانگهہ
گهپيهه|گهپيھہ
گهٽهڙ|گهٽھڙ
گهرام|گھرام
گهڪا|گھڪا
گهڪر|گھڪر
گهڪو|گھڪو
گهميس|گهميس
گُهميس|گُهميس
گھا|گها
گھاء|گهاء
گھائل|گهائل
گھائڻ|گهائڻ
گھائو|گهائو
گھائي|گهائي
گھاٻ|گهاٻ
گھاٻائتو|گهاٻائتو
گھاٻائي|گهاٻائي
گھاٻارو|گهاٻارو
گھاٻون|گهاٻون
گھاپ|گهاپ
گھاپاتو|گهاپاتو
گھات|گهات
گھاتڪ|گهاتڪ
گھاتو|گهاتو
گھاتي|گهاتي
گھاٽ|گهاٽ
گھاٽا|گهاٽا
گھاٽائي|گهاٽائي
گھاٽاپو|گهاٽاپو
گھاٽاڻ|گهاٽاڻ
گھاٽو|گهاٽو
گھاٽي|گهاٽي
گھاچڻ|گهاچڻ
گھاڏو|گهاڏو
گھار|گهار
گھارڻ|گهارڻ
گھارڻو|گهارڻو
گھارو|گهارو
گھاري|گهاري
گھاڙ|گهاڙ
گھاڙو|گهاڙو
گھاڙي|گهاڙي
گھاڙيٽو|گهاڙيٽو
گھاڙيٽي|گهاڙيٽي
گھاس|گهاس
گھاگھر|گهاگهر
گھاگھرو|گهاگهرو
گھامو|گهامو
گھان|گهان
گھانئر|گهانئر
گھانچ|گهانچ
گھانچڻ|گهانچڻ
گھانچو|گهانچو
گھانڊار|گهانڊار
گھانر|گهانر
گھانگھا|گهانگها
گھانگھرا|گهانگهرا
گھانگھرڪو|گهانگهرڪو
گھانگھرو|گهانگهرو
گھانگھڙو|گهانگهڙو
گھانگھو|گهانگهو
گھاڻ|گهاڻ
گھاڻا|گهاڻا
گھاڻو|گهاڻو
گھاڻي|گهاڻي
گھاوڻ|گهاوڻ
گھايا|گهايا
گھايو|گهايو
گھايون|گهايون
گھٻ|گهٻ
گھٻا|گهٻا
گھٻتي|گهٻتي
گھٻرائجڻ|گهٻرائجڻ
گھٻرائڻ|گهٻرائڻ
گھٻراٽ|گهٻراٽ
گھٻراڻ|گهٻراڻ
گھٻراھٽ|گهٻراهٽ
گھٻرو|گهٻرو
گھٻڪو|گهٻڪو
گھٻڻ|گهٻڻ
گھٻو|گهٻو
گھٻي|گهٻي
گھٻيت|گهٻيت
گھٻيڙ|گهٻيڙ
گھپ|گهپ
گھپاٽو|گهپاٽو
گھپو|گهپو
گھپي|گهپي
گھپيء|گهپيء
گھت|گهت
گھتر|گهتر
گھتڻ|گهتڻ
گھتو|گهتو
گھتوئڙو|گهتوئڙو
گھتورو|گهتورو
گھتون|گهتون
گھٽ|گهٽ
گھٽئون|گهٽئون
گھٽا|گهٽا
گھٽاء|گهٽاء
گھٽائتو|گهٽائتو
گھٽائڻ|گهٽائڻ
گھٽائيندڙ|گهٽائيندڙ
گھٽارو|گهٽارو
گھٽتا|گهٽتا
گھٽتائي|گهٽتائي
گھٽجڻ|گهٽجڻ
گھٽر|گهٽر
گھٽڙو|گهٽڙو
گھٽڪ|گهٽڪ
گھٽڪار|گهٽڪار
گھٽڪڻ|گهٽڪڻ
گھٽڪو|گهٽڪو
گھٽڻ|گهٽڻ
گھٽھڙ|گهٽھڙ
گھٽو|گهٽو
گھٽورو|گهٽورو
گھٽي|گهٽي
گھٽيء|گهٽيء
گھٽيرڙو|گهٽيرڙو
گھٽيرو|گهٽيرو
گھٽيڪا|گهٽيڪا
گھٽيون|گهٽيون
گھڃو|گهڃو
گھچ|گهچ
گھچا|گهچا
گھچپال|گهچپال
گھچپچ|گهچپچ
گھچر|گهچر
گھچڪ|گهچڪ
گھچڪو|گهچڪو
گھچڪون|گهچڪون
گھچلو|گهچلو
گھچڻ|گهچڻ
گھچو|گهچو
گھچي|گهچي
گھڊ|گهڊ
گھڏڪڻ|گهڏڪڻ
گھڏڻ|گهڏڻ
گھر|گهر
گھرء|گهرء
گھرا|گهرا
گھرائتو|گهرائتو
گھرائڻ|گهرائڻ
گھرائي|گهرائي
گھراماڻي|گهراماڻي
گھراڻ|گهراڻ
گھراڻو|گهراڻو
گھرت|گهرت
گھرتيون|گهرتيون
گھرٽ|گهرٽ
گھرٽڻ|گهرٽڻ
گھرٽو|گهرٽو
گھرٽي|گهرٽي
گھرج|گهرج
گھرجائو|گهرجائو
گھرجڻ|گهرجڻ
گھرجي|گهرجي
گھررڻ|گهررڻ
گھرڙ|گهرڙ
گھرڙائڻ|گهرڙائڻ
گھرڙاٽ|گهرڙاٽ
گھرڙاٽو|گهرڙاٽو
گھرڙڪو|گهرڙڪو
گھرڙڻ|گهرڙڻ
گھرڙو|گهرڙو
گھرڙي|گهرڙي
گھرس|گهرس
گھرکي|گهرکي
گھرڪائڻ|گهرڪائڻ
گھرڪجڻ|گهرڪجڻ
گھرڪڻ|گهرڪڻ
گھرڪو|گهرڪو
گھرڪي|گهرڪي
گھرگو|گهرگو
گھرلو|گهرلو
گھرن|گهرن
گھرڻ|گهرڻ
گھرڻا|گهرڻا
گھرڻي|گهرڻي
گھرو|گهرو
گھروڙڻ|گهروڙڻ
گھروڙي|گهروڙي
گھري|گهري
گھريا|گهريا
گھريتڙو|گهريتڙو
گھريتڙي|گهريتڙي
گھريتو|گهريتو
گھريتي|گهريتي
گھريچو|گهريچو
گھريلو|گهريلو
گھريو|گهريو
گھريون|گهريون
گھڙ|گهڙ
گھڙا|گهڙا
گھڙائڻ|گهڙائڻ
گھڙائي|گهڙائي
گھڙامنجي|گهڙامنجي
گھڙانجي|گهڙانجي
گھڙاڻي|گهڙاڻي
گھڙٻ|گهڙٻ
گھڙٻو|گهڙٻو
گھڙٻون|گهڙٻون
گھڙٻي|گهڙٻي
گھڙٻيلڻ|گهڙٻيلڻ
گھڙپ|گهڙپ
گھڙپو|گهڙپو
گھڙڀچ|گهڙڀچ
گھڙت|گهڙت
گھڙجڻ|گهڙجڻ
گھڙچڪ|گهڙچڪ
گھڙڪڻ|گهڙڪڻ
گھڙڪو|گهڙڪو
گھڙگھاٽ|گهڙگهاٽ
گھڙنئاڌار|گهڙنئاڌار
گھڙڻ|گهڙڻ
گھڙڻي|گهڙڻي
گھڙو|گهڙو
گھڙولو|گهڙولو
گھڙي|گهڙي
گھڙيء|گهڙيء
گھڙيال|گهڙيال
گھڙيالچو|گهڙيالچو
گھڙيالچي|گهڙيالچي
